사례번호,줄번호,내용,대입연도,대학명,모집단위,전형명
5359,172622,A :변화를 두려워하지 않으며 도전정신을 갖춘 사람이다.,2021,DGIST,무학과,학생부종합 학교장추천전형
5359,172623,Q : 자신의 특성을 잘 드러낼 수 있는 일화,2021,DGIST,무학과,학생부종합 학교장추천전형
5359,172624,Q : 마지막으로 하고 싶은 말은?,2021,DGIST,무학과,학생부종합 학교장추천전형
5359,172625,"[본인이 느꼈던 잘한 점, 아쉬운 점, 준비해야 할 것 / 후배에게 당부하고 싶은 사항]",2021,DGIST,무학과,학생부종합 학교장추천전형
5359,172626,◈ 예상질문에 대한 답변은 글로 쓰는 것도 좋지만 말하는 연습 많이 하기(어려운 내용일수록 말해보면서 준비하기),2021,DGIST,무학과,학생부종합 학교장추천전형
5359,172627,◈ 답변할 때 너무 빨리 하려고 하면 말 꼬일 수 있으니 충분히 생각하고 적당한 속도로 말하기,2021,DGIST,무학과,학생부종합 학교장추천전형
5359,172628,"◈ 단골 질문은 무조건 답을 생각해서 외우기 (지원 동기, 하고 싶은 말, 진로, 장단점 등)",2021,DGIST,무학과,학생부종합 학교장추천전형
5359,172629,◈ 이 학교여야만함을 적극적으로 어필하기,2021,DGIST,무학과,학생부종합 학교장추천전형
5360,172630,2021학년도 대입 면접 후기[DGIST 무학과],2021,DGIST,무학과,일반 전형  
5360,172631, [대학/학과]  DGIST대 기초학부  [전형명] 일반 전형,2021,DGIST,무학과,일반 전형  
5360,172632,면 접 시 간 16분[면접위원 3명] 면 접 유 형,2021,DGIST,무학과,일반 전형  
5360,172633,면 접 절 차,2021,DGIST,무학과,일반 전형  
5360,172634,11:05 면접 신분 절차 확인 시작,2021,DGIST,무학과,일반 전형  
5360,172635,"소회의실(교수님 계시고 실제 면접 장소)이전에 대기실에서 신분 확인(신분증필요, 수험번호, 이름 소",2021,DGIST,무학과,일반 전형  
5360,172636,개). 면접 장소 확인(360도 돌려주시고 책상 밑도 보여주고),2021,DGIST,무학과,일반 전형  
5360,172637,이렇게 해서 5분인데 10분 남음. 실제 11:20 시작인데 5분 일찍 시작한다고 함.,2021,DGIST,무학과,일반 전형  
5360,172638,11:15-11:31 비대면 온라인 면접.,2021,DGIST,무학과,일반 전형  
5360,172639,[ 유 의 사 항 ],2021,DGIST,무학과,일반 전형  
5360,172640,◈ 비대면 면접(온라인),2021,DGIST,무학과,일반 전형  
5360,172641,◈ 3명 같은 화면에 앉아계심. 앞에 15분 타이머있음. 맨 왼쪽에는 관련 분야 연구실에서 본 물리 쪽,2021,DGIST,무학과,일반 전형  
5360,172642,"교수님. 가운데 분은 인성, 생기부 관련 질문. 맨 오른쪽에는 수학 관련 질문하심.",2021,DGIST,무학과,일반 전형  
5360,172643,◈ 소리 괜찮게 들림,2021,DGIST,무학과,일반 전형  
5360,172644,질문 및 답변 내용 (질문 위주로 구체적으로 진술),2021,DGIST,무학과,일반 전형  
5360,172645,Q : 법선벡터 어떻게 나타내죠? (직접적으로 이렇게 물은건 아니고 법선벡터라고 명칭안하고 풀어서 말하,2021,DGIST,무학과,일반 전형  
5360,172646,심.),2021,DGIST,무학과,일반 전형  
5360,172647,A : (벡터p-벡터a)와 방향벡터 내적 = 0,2021,DGIST,무학과,일반 전형  
5360,172648,"Q : 3차원 상에서 (x,y,z),(x1,y1,z1)이라고 하면 식으로 어떻게 나타내죠?",2021,DGIST,무학과,일반 전형  
5360,172649,A : 내적한 값으로 설명했는데 제대로 못 말한듯,2021,DGIST,무학과,일반 전형  
5360,172650,Q : 두 평면 평행 어떻게 보이느냐?,2021,DGIST,무학과,일반 전형  
5360,172651,A : 뭐라뭐라했는데 거의 대답 못함.,2021,DGIST,무학과,일반 전형  
5360,172652,Q : 꼬인 위치 증명,2021,DGIST,무학과,일반 전형  
5360,172653,A : 못함.,2021,DGIST,무학과,일반 전형  
5360,172654,Q : 축전기 원리,2021,DGIST,무학과,일반 전형  
5360,172655,A : 설명함.,2021,DGIST,무학과,일반 전형  
5360,172656,Q : 축전기 공식,2021,DGIST,무학과,일반 전형  
5360,172657,A : 설명함,2021,DGIST,무학과,일반 전형  
5360,172658,Q : 축전기 예시,2021,DGIST,무학과,일반 전형  
5360,172659,"A : 키보드, 터치패드",2021,DGIST,무학과,일반 전형  
5360,172660,Q : 심장충격기랑 카메라에는 안사용?,2021,DGIST,무학과,일반 전형  
5360,172661,A : 사용됨. 충전 시켜놨다가 방전될 때의 에너지 이용,2021,DGIST,무학과,일반 전형  
5360,172662,Q : 인체 부착형 인장센서 설명,2021,DGIST,무학과,일반 전형  
5360,172663,"A : 나노선 균열에 따라 저항형, 전기용량형으로 나뉘는데 이에 따라 나노선이 감지.",2021,DGIST,무학과,일반 전형  
5360,172664,Q : 양자역학 관심 계기,2021,DGIST,무학과,일반 전형  
5360,172665,"A : 우주 근본 기술 이론 궁금. 관련 책 보고, 그러던 중 호모데우스 읽고 보안 기술 중요성 느껴서 양자암호통신 연구원.",2021,DGIST,무학과,일반 전형  
5360,172666,Q : 양자암호통신 원리,2021,DGIST,무학과,일반 전형  
5360,172667,A : BB84 프로토콜. 간섭계. 4가지 양자상태 ~~~ 설명하던 중 30초 남아서 끊음.,2021,DGIST,무학과,일반 전형  
5360,172668,Q : 마지막 하고 싶은 말.,2021,DGIST,무학과,일반 전형  
5360,172669,A : 양자암호통신 탐구하며 융복합 인재 중요성 느끼고.. 유일한 융복합 대학 DGIST지원. 뒤에 뭐라뭐라 하고 끝냄. 감사,2021,DGIST,무학과,일반 전형  
5360,172670,합니다.,2021,DGIST,무학과,일반 전형  
5360,172671,"[본인이 느꼈던 잘한 점, 아쉬운 점, 준비해야할 것 / 후배에게 당부하고 싶은 사항]",2021,DGIST,무학과,일반 전형  
5360,172672,◈ 고급머시기 들어간거 꼭 묻는 듯. 없으면 미적분or확통. 과학은 투과목 개념적인거 물어봄.,2021,DGIST,무학과,일반 전형  
5360,172673,◈ 공간도형 복습할 때 제대로 기억 안나서 대답 제대로 못함.,2021,DGIST,무학과,일반 전형  
5364,172674,2021학년도 대입 면접 후기[DGIST],2021,DGIST,무학과,학교장추천전형   
5364,172675, [대학/학과]  DGIST  [전형명] 학교장추천전형,2021,DGIST,무학과,학교장추천전형   
5364,172676,면 접 시 간 10분~15분[면접위원 3명] 면 접 유 형,2021,DGIST,무학과,학교장추천전형   
5364,172677,면 접 절 차,2021,DGIST,무학과,학교장추천전형   
5364,172678,[ 유 의 사 항 ],2021,DGIST,무학과,학교장추천전형   
5364,172679,"◈ 수학, 물리, 생기부 기반 질문",2021,DGIST,무학과,학교장추천전형   
5364,172680,◈ 비대면 면접,2021,DGIST,무학과,학교장추천전형   
5364,172681,질문 및 답변 내용 (질문 위주로 구체적으로 진술),2021,DGIST,무학과,학교장추천전형   
5364,172682,Q : 함수의 극한과 연속에 대해 배우셨을텐데 함수의 수렴과 발산에 대해서 설명해보세요.,2021,DGIST,무학과,학교장추천전형   
5364,172683,A : 함수의 수렴 조건과 발산의 종류를 설명함.,2021,DGIST,무학과,학교장추천전형   
5364,172684,Q : x = -1에서 발산하는 함수의 예를 들어보세요. 그리고 그 함수의 좌극한과 우극한에 대해서 설명해보세,2021,DGIST,무학과,학교장추천전형   
5364,172685,요.,2021,DGIST,무학과,학교장추천전형   
5364,172686,A : ln(x+1),2021,DGIST,무학과,학교장추천전형   
5364,172687,Q : 전반사 현상에 대해 설명해보세요.,2021,DGIST,무학과,학교장추천전형   
5364,172688,A : 전반사 현상에 대해 대략적으로 설명하고 조건에 대해서 설명함.,2021,DGIST,무학과,학교장추천전형   
5364,172689,"Q : 물이 채워진 반원통이 있다고 생각할 때, 광원을 어디에 놓아야 전반사 현상이 일어나는지 이유와 함께",2021,DGIST,무학과,학교장추천전형   
5364,172690,설명해주세요.,2021,DGIST,무학과,학교장추천전형   
5364,172691,Q : 단진자 운동을 하는 물체의 역학적 에너지는 어디서 최대가 되나요?,2021,DGIST,무학과,학교장추천전형   
5364,172692,A : 역학적 에너지는 일정함.,2021,DGIST,무학과,학교장추천전형   
5364,172693,Q : 용수철에 매달려 진동하는 물체의 역학적 에너지는 어디서 최대가 되나요?,2021,DGIST,무학과,학교장추천전형   
5364,172694,A : 평형점에서 최대가 됨. (잘못 대답한 부분.. 여기서도 역학적 에너지는 일정하다),2021,DGIST,무학과,학교장추천전형   
5364,172695,"Q : 심화 수학, 고급 물리학 등 다양한 심화 수업을 이수하셨는데, 가장 기억에 남는 수업은 무엇이고 그것",2021,DGIST,무학과,학교장추천전형   
5364,172696,을 통해 배울 수 있었던 점이 무엇인가요?,2021,DGIST,무학과,학교장추천전형   
5364,172697,"A : 심화 수학, 기존 수학 수업에서 배우는 수학 분야와 프로그래밍 및 알고리즘 등에 사용되는 수학 분야가",2021,DGIST,무학과,학교장추천전형   
5364,172698,"다름을 느꼈는데, 심화 수학에서 다양한 분야의 수학을 배울 수 있어서 좋았다.",2021,DGIST,무학과,학교장추천전형   
5364,172699,Q : 대학에서 배우는 과목에 대해 조사하는 활동을 했다고 생기부에 나와 있는데 이를 통해 느낀 점과 배운,2021,DGIST,무학과,학교장추천전형   
5364,172700,점은 무엇인가요?,2021,DGIST,무학과,학교장추천전형   
5364,172701,A : 조사하며 흥미가 생겨 관련 책을 찾아 읽어보면서 컴퓨터 공학 관련 지식을 쌓을 수 있었다.,2021,DGIST,무학과,학교장추천전형   
5364,172702,Q : 혹시 DGIST에 개설된 교과목에 대해서도 알아보셨나요? 어떤 과목에 가장 흥미를 느꼈나요?,2021,DGIST,무학과,학교장추천전형   
5364,172703,"A : 딥러닝, 평소에 다양한 기술을 게임 개발에 접목해보는 것이 목표였음. 그 중 BCI 라는 기술에 관심이",2021,DGIST,무학과,학교장추천전형   
5364,172704,"있었는데, 이 기술에서 뇌파를 분석하는 도구로써 딥러닝을 사용함을 알게 됨. 이렇게 다양하게 이용되는",2021,DGIST,무학과,학교장추천전형   
5364,172705,딥러닝에 대해서 가장 흥미를 느낌.,2021,DGIST,무학과,학교장추천전형   
5364,172706,"본인이 느꼈던 [ 잘한 점, 아쉬운 점, 준비해야 할 것 / 후배에게 당부하고 싶은 사항]",2021,DGIST,무학과,학교장추천전형   
5364,172707,◈ 과학 개념에 대해서 잘못 대답했다. 수학 과학 개념에 대해서 철저히 보고 가는 것이 중요할 것 같다.,2021,DGIST,무학과,학교장추천전형   
5364,172708,◈ DGIST에 대한 진학 의지를 제대로 표현하는 것이 중요한 것 같다.,2021,DGIST,무학과,학교장추천전형   
5364,172709,◈ 사례를 들어 자세하게 설명하는 것이 좋을 것 같다.,2021,DGIST,무학과,학교장추천전형   
5361,172710,2021학년도 대입 면접 후기[DGIST],2021,DGIST,무학과,일반전형   
5361,172711, [대학/학과]  DGIST  [전형명] 학생부종합 일반전형,2021,DGIST,무학과,일반전형   
5361,172712,면 접 시 간 15분 [면접위원3명] 면 접 유 형,2021,DGIST,무학과,일반전형   
5361,172713,면 접 절 차 면접대기실 접속 – 본인 확인 - 면접(15분),2021,DGIST,무학과,일반전형   
5361,172714,[ 유 의 사 항 ],2021,DGIST,무학과,일반전형   
5361,172715,"◈ 생기부, 자소서 기반 면접",2021,DGIST,무학과,일반전형   
5361,172716,◈ 코로나19로 실시간 온라인 면접으로 진행함,2021,DGIST,무학과,일반전형   
5361,172717,"◈ 고등학교 수학, 과학 내용을 물어봄",2021,DGIST,무학과,일반전형   
5361,172718,질문 및 답변 내용 (질문 위주로 구체적으로 진술),2021,DGIST,무학과,일반전형   
5361,172719,"Q : 전자기유도가 무엇이고, 실생활에 쓰이는 사례는?",2021,DGIST,무학과,일반전형   
5361,172720,"A : (전자기유도 설명함). 휴대폰 무선충전기, 교통카드 등에 이용됨.",2021,DGIST,무학과,일반전형   
5361,172721,Q : 휴대폰 무선충전기를 쓰면 어떤 원리로 충전 되나요?,2021,DGIST,무학과,일반전형   
5361,172722,A : (설명함.),2021,DGIST,무학과,일반전형   
5361,172723,Q : 2학년 때 베르누이 방정식을 탐구했는데 바나나킥이나 커브볼을 베르누이 법칙으로 설명해주세요.,2021,DGIST,무학과,일반전형   
5361,172724,A : (설명함.),2021,DGIST,무학과,일반전형   
5361,172725,Q : 디지스트 지원 동기는?,2021,DGIST,무학과,일반전형   
5361,172726,A : 고등학교 때는 수학을 다른 학문에 융합시키는 공부를 할 기회가 적었음. 디지스트는 전공 선택 없이 입학하여 이런,2021,DGIST,무학과,일반전형   
5361,172727,공부를 하기에 적합할거라 생각.,2021,DGIST,무학과,일반전형   
5361,172728,Q : 그래도 디지스트는 수학을 중점적으로 배울 환경이 안 될 수 있는데 괜찮나요?,2021,DGIST,무학과,일반전형   
5361,172729,"A : 수학 그 자체도 좋아하지만 과학도 재밌게 배웠고, 수학과 다른 학문을 융합해서 배우고픈 욕심도 커서 열심히 공부",2021,DGIST,무학과,일반전형   
5361,172730,할 수 있을 거라 생각함.,2021,DGIST,무학과,일반전형   
5361,172731,Q : 컴퓨터로 간단한 코딩이나 프로그래밍 같은 거 할 줄 아는 거 있나요?,2021,DGIST,무학과,일반전형   
5361,172732,"A : 1학년 때 공학 동아리에서 인공지능 채팅앱 만들어 보고, 스크래치로 간단한 게임 만들어봄.",2021,DGIST,무학과,일반전형   
5361,172733,"Q : 수학, 과학에 비해 다른 과목 성적은 저조함. 디지스트에서 인문과목도 들어야 하는데 괜찮겠습니까?",2021,DGIST,무학과,일반전형   
5361,172734,A : 재밌게 열심히 배울 자신 있음. 성적이 저조한 것은 글 읽는 속도가 느려서 그런 것이라고 생각함.,2021,DGIST,무학과,일반전형   
5361,172735,Q : 존경하는 수학자와 이유는?,2021,DGIST,무학과,일반전형   
5361,172736,A : 하디를 존경함. 라마누잔을 발견하고 수학적인 업적을 남길 수 있도록 도와줌.,2021,DGIST,무학과,일반전형   
5361,172737,Q : 공부 말고 개인적으로 쉴 때는 어떤 것을 할 때 재밌나요?,2021,DGIST,무학과,일반전형   
5361,172738,A : 개인적으로 쉴 때는 노래 듣는 것을 좋아함. (대답 후 축제 때 랩 했던 거 언급하면서 긴장 풀어주심.),2021,DGIST,무학과,일반전형   
5361,172739,Q : 몸 쓰는 취미는 없나요?,2021,DGIST,무학과,일반전형   
5361,172740,A : 학교에서 체육 시간마다 땀 제일 많이 흘리며 운동함.,2021,DGIST,무학과,일반전형   
5361,172741,Q : 마지막으로 30초 정도 하고 싶은 말?,2021,DGIST,무학과,일반전형   
5361,172742,"A : 열심히 공부할 자신 있음. 디지스트 교육 철학 중 융복합 교육은 내가 정말 원하는 교육임. 생기부, 자소서만 보면 내",2021,DGIST,무학과,일반전형   
5361,172743,가 수학에만 치중돼 보이는데 다른 과목도 흥미 느끼며 배울 수 있음.,2021,DGIST,무학과,일반전형   
5361,172744,"[본인이 느꼈던 잘한 점, 아쉬운 점, 준비해야 할 것 / 후배에게 당부하고 싶은 사항]",2021,DGIST,무학과,일반전형   
5361,172745,"◈ 지원동기, 마지막으로 할 말 등은 생각해가야 함.",2021,DGIST,무학과,일반전형   
5361,172746,◈ 연구하고픈 주제 같은 것들 생각하고 컨셉 잘 잡아서 비전이 있어 보여야 함.,2021,DGIST,무학과,일반전형   
5361,172747,"◈ 평소 고등학교 수학, 과학 공부할 때 개념이나 원리 등은 제대로 공부해야 함.",2021,DGIST,무학과,일반전형   
5362,172748,2021학년도 대입 면접 후기[GIST 무학과],2021,GIST,무학과,학교장추천 전형  
5362,172749, [대학/학과]  GIST대 기초교육학부  [전형명] 학교장추천 전형,2021,GIST,무학과,학교장추천 전형  
5362,172750,면 접 시 간 15분[면접위원 3명] 면 접 유 형,2021,GIST,무학과,학교장추천 전형  
5362,172751,면 접 절 차,2021,GIST,무학과,학교장추천 전형  
5362,172752,2:30 면접 신분 절차 확인 시작,2021,GIST,무학과,학교장추천 전형  
5362,172753,"소회의실(교수님 계시고 실제 면접 장소)이전에 대기실에서 신분 확인(신분증필요, 수험번호, 이름 소",2021,GIST,무학과,학교장추천 전형  
5362,172754,"개). 면접 장소 확인(360도 돌려주시고 책상 밑도 보여주고), 어느 학과 지원 희망? (무학과지만 2학년",2021,GIST,무학과,학교장추천 전형  
5362,172755,때 비율 맞추려는 의도도 있는 듯),2021,GIST,무학과,학교장추천 전형  
5362,172756,이렇게 해서 4분인데 6분 남아서 작은 소리로 자기소개 연습함. 뭐라 안함.,2021,GIST,무학과,학교장추천 전형  
5362,172757,2:40-2:55 비대면 온라인 면접.,2021,GIST,무학과,학교장추천 전형  
5362,172758,[ 유 의 사 항 ],2021,GIST,무학과,학교장추천 전형  
5362,172759,◈ 비대면 면접(온라인),2021,GIST,무학과,학교장추천 전형  
5362,172760,◈ 1명 : 인성질문하는 사람이라고 하면서 인성질문 시작함. 온화함. 1명 : 교수님인거 같은데 양자역,2021,GIST,무학과,학교장추천 전형  
5362,172761,학 쪽은 아닌 듯. 인상 찡그림. 1명 : 기록. 질문 2가지함.,2021,GIST,무학과,학교장추천 전형  
5362,172762,◈ 대기실에는 소리 잘들리는데 소회의실에서는 잘 안들려서 ‘마지막 말씀 다시 한 번 해주실 수 있으,2021,GIST,무학과,학교장추천 전형  
5362,172763,십니까?’ 두 번한 듯.,2021,GIST,무학과,학교장추천 전형  
5362,172764,질문 및 답변 내용 (질문 위주로 구체적으로 진술),2021,GIST,무학과,학교장추천 전형  
5362,172765,관련 분야 쪽 생기부 기반 질문하고 난 후에 인성질문(동아리 설립 시 힘들었던 점 같은 거)함.,2021,GIST,무학과,학교장추천 전형  
5362,172766,Q : (미리 공지해 줌) 홍보영상보고 자기소개 1번.,2021,GIST,무학과,학교장추천 전형  
5362,172767,A : 안녕하십니까. 저의 목표는 양자암호통신 기술로 절대보안이라는 기술 혁신을 일으키기 위해서 GIST에 지원했습니다.,2021,GIST,무학과,학교장추천 전형  
5362,172768,홍보영상에 나오는 최첨단 연구시설과 과학기술응용연구단의 창업지원은 저를 GIST로 이끌었습니다. 특히 창의융합과,2021,GIST,무학과,학교장추천 전형  
5362,172769,제 시간에 조사한 양자 키 분배의 핵심 실험 장비인 단일 광자 검출기가 GIST의 PIP 연구센터에 있다는 것을 알게 되,2021,GIST,무학과,학교장추천 전형  
5362,172770,고 더욱 흥미가 갔습니다. 또한 PES 융합과학 시간에서 간접 체험한 영어식 수업과 100명의 학생들과 함께한 고등학,2021,GIST,무학과,학교장추천 전형  
5362,172771,교생활을 했던 경험에서 GIST의 영어식 수업과 소수정예 시스템의 이점에 공감했습니다. 이것이 제가 GIST에 입학하,2021,GIST,무학과,학교장추천 전형  
5362,172772,"고자하는 이유이며, 이에 더 나아가 GIST에서 배운 지식과 경험을 바탕으로 벤처기업을 시작해 양자 기술의 선구자가",2021,GIST,무학과,학교장추천 전형  
5362,172773,되고 싶습니다.,2021,GIST,무학과,학교장추천 전형  
5362,172774,"Q : 요즘 애들은 인공지능 하는데, 닌 왜 양자암호통신하게 된 계기?",2021,GIST,무학과,학교장추천 전형  
5362,172775,"A : 호모데우스 읽으며 데이터가 중요해진 사회에 이를 보호할 보안기술의 중요성, 1,2학년 때 탐구한 양자역학과 결합",2021,GIST,무학과,학교장추천 전형  
5362,172776,한 양자암호통신 기술에 매력.,2021,GIST,무학과,학교장추천 전형  
5362,172777,Q : 양자암호통신 기술 상용화X 그 이유?,2021,GIST,무학과,학교장추천 전형  
5362,172778,A : 단일광자검출기(이름 기억안나서 좀 더듬음)의 불완정성 때문에 단일 광자가 아니라 다수의 광자를 방출하기 때문.,2021,GIST,무학과,학교장추천 전형  
5362,172779,Q : 그것만 해결하면 가능?,2021,GIST,무학과,학교장추천 전형  
5362,172780,A : 아님. 중간자공격과 같은 문제들도 앞으로 개선해야할 사항이라고 생각.,2021,GIST,무학과,학교장추천 전형  
5362,172781,Q : 수학 탐구한거 중에서 가장 흥미있었던거?,2021,GIST,무학과,학교장추천 전형  
5362,172782,"A : 지구과학 시간에 왜 행성이 타원궤도 인지 궁금. 고급수학 때 벡터, 행렬 배움 증명해보고 좀 더 알려고 기하에서 타",2021,GIST,무학과,학교장추천 전형  
5362,172783,원배워서 완벽하게 할 수 있었음. // 중간에 뭐 벡터와 미적분 연관성 알 수 있었다~~ 이런식으로 말함. 생기부에 있,2021,GIST,무학과,학교장추천 전형  
5362,172784,는 내용,2021,GIST,무학과,학교장추천 전형  
5362,172785,Q : 증명하는데 어려웠던 점?,2021,GIST,무학과,학교장추천 전형  
5362,172786,A : 직교좌표계로 적분했었는데 면적속도 일정의 법칙 같은거에서는 극좌표계에서 각으로 적분한다는 점..(생각안남. 대답은,2021,GIST,무학과,학교장추천 전형  
5362,172787,잘함),2021,GIST,무학과,학교장추천 전형  
5362,172788,Q : 어떻게 해결?,2021,GIST,무학과,학교장추천 전형  
5362,172789,"A : 물리, 수학 선생님들께 조언. 이것도 안되면 PES 수업이나 고급수학 기하 과목 들음.",2021,GIST,무학과,학교장추천 전형  
5362,172790,Q : 인성면접 시작할게요.~~,2021,GIST,무학과,학교장추천 전형  
5362,172791,Q : 학교장추천 왜 받을 수 있었는가?,2021,GIST,무학과,학교장추천 전형  
5362,172792,A : 포기하지 않는 끈기. 동아리 설립이나 각종 문제 해결하면서 추천을 받을 수 있었다고 생각.,2021,GIST,무학과,학교장추천 전형  
5362,172793,Q : 동아리 설립에는 어떤 문제?,2021,GIST,무학과,학교장추천 전형  
5362,172794,"A : 우리 학교는 학생들이 직접 동아리 담당 선생님 구하고, 연간 계획 짜고 그럼. 근데 신생동아리라서 이런저런 문제",2021,GIST,무학과,학교장추천 전형  
5362,172795,있으나 포기하지 않고 뭐 끝까지 이끌어나가서 학술제 좋은 성과 얻을 수 있었다. 홍보 시에 물리학의 근본적인 목적,2021,GIST,무학과,학교장추천 전형  
5362,172796,(제대로 생각안남)을 강조해서 신생 부원들을 많이 모집할 수 있었다.,2021,GIST,무학과,학교장추천 전형  
5362,172797,Q : 어떻게 홍보했는지 설명해봐라.,2021,GIST,무학과,학교장추천 전형  
5362,172798,A : 물리란 예외를 용납하지않는 완벽주의자들의 학문이다. 어떤 현상을 설명할 때도 그것들 조차 한꺼번에 설명할 수,2021,GIST,무학과,학교장추천 전형  
5362,172799,있는 이론을 원하고 이러한 이론이 우주의 진리(이렇겐 안말햇는데 비슷한 느낌)에 도달할 수 있는 학문이다.,2021,GIST,무학과,학교장추천 전형  
5362,172800,Q : 물리학자들한테 물어보면 물리에는 예외가 많다고 하는데 지금 지원자가 말한 거랑 상반되는데 설명해,2021,GIST,무학과,학교장추천 전형  
5362,172801,봐라. (이때 질문좀 길었음.),2021,GIST,무학과,학교장추천 전형  
5362,172802,A : 알고 있다. 예외가 많기에 물리학자들은 더욱 예외를 통합한 이론을 원하는 것이고 이것이 물리학의 궁극적인 목표이,2021,GIST,무학과,학교장추천 전형  
5362,172803,다. 모든 것의 이론을 추구하는 이유이다. 이런 식으로 대답.,2021,GIST,무학과,학교장추천 전형  
5362,172804,Q : 마지막 하고 싶은 말.,2021,GIST,무학과,학교장추천 전형  
5362,172805,"A : 서울대, 카이스트, 포스텍 같은 대학조차 양자기술이 연구센터가 아니라 연구실(lab)에서 다루는 분야 중 하나로 소개",2021,GIST,무학과,학교장추천 전형  
5362,172806,되어있지만 이와 달리 GIST에서는 양자 기술을 집중적으로 연구하는 PIP 연구센터가 있음을 알게 된 후 저는 이것이,2021,GIST,무학과,학교장추천 전형  
5362,172807,타대학과 비교되는 특색이며 그렇기에 다른 대학보다도 지스트에 꼭 입학하고 싶습니다. PIP 연구센터에서 연구하며,2021,GIST,무학과,학교장추천 전형  
5362,172808,"GIST, 대한민국, 세계로 나아가 인류 문명의 발전에 기여할 것입니다. 감사합니다.",2021,GIST,무학과,학교장추천 전형  
5362,172809,"[본인이 느꼈던 잘한 점, 아쉬운 점, 준비해야할 것 / 후배에게 당부하고 싶은 사항]",2021,GIST,무학과,학교장추천 전형  
5362,172810,◈ 면접특징에 온화한 표정의 면접관 질문 시작하기 전에 “지금까지 차분하게 잘 대답해주셨는데요. 이제 인성질문들어가,2021,GIST,무학과,학교장추천 전형  
5362,172811,겠습니다.” 함. 비대면으로 하니까 긴장이 별로 안돼서 자신감있게 말할 수 있었는 듯.,2021,GIST,무학과,학교장추천 전형  
5362,172812,"◈ 개념, 원리 등 심층적으로 안 물어봤음. 갈등, 계기, 극복과정 등이 중요.",2021,GIST,무학과,학교장추천 전형  
